CPV Code,Name,Description
90400000,Avløpstjenester,av avløpsvannBehandling av avløpsvannDeponering av avløpsvannBehandling av kloakkummerBehandling av septiktankerTømming av septiktanker eller kloakkummerRensing av avløpsledningerForvaltning av avløpsnettDrift av renseanleggKonsulenttjenester i forbindelse med kloakkinspeksjon og -behandlingUndersøkelse av avløpsledningerKonsulenttjenester i forbindelse med kloakkbehandling
90410000,Fjerning,av avløpsvannBehandling av avløpsvannDeponering av avløpsvannBehandling av kloakkummerBehandling av septiktankerTømming av septiktanker eller kloakkummerRensing av avløpsledningerForvaltning av avløpsnettDrift av renseanleggKonsulenttjenester i forbindelse med kloakkinspeksjon og -behandlingUndersøkelse av avløpsledningerKonsulenttjenester i forbindelse med kloakkbehandling | av avløpsvann
90420000,Behandling,av avløpsvann
90430000,Deponering,av avløpsvann
90440000,Behandling,av kloakkummer
90450000,Behandling,av septiktanker
90460000,Tømming,av septiktanker eller kloakkummer
90470000,Rensing,av avløpsledninger
90480000,Forvaltning,av avløpsnettDrift av renseanlegg
90481000,Drift,av renseanlegg
90490000,Konsulenttjenester,i forbindelse med kloakkinspeksjon og -behandlingUndersøkelse av avløpsledningerKonsulenttjenester i forbindelse med kloakkbehandling
90491000,Undersøkelse,av avløpsledninger
90492000,Konsulenttjenester,i forbindelse med kloakkbehandling
90500000,Avfallstjenester,"av avfallInnsamling av fast byavfallInnsamling av husholdningsavfallInnsamling av søppelInnsamling av papirTransport av avfallBehandling og deponering av avfall og søppelDeponering av husholdningsavfallDeponering av fast byavfallTjenester i forbindelse med forbrenning for avfallDeponering av askeBehandling og deponering av forurensede væskerTjenester for fjerning av slamTjenester for transport av slamTjenester for behandling av slamTjenester for deponering av slamSøppelgjenvinningstjenesterTjenester i forbindelse med radioaktivt, giftig, medisinsk og farlig avfallTjenester i forbindelse med radioaktivt avfallInnsamling av radioaktivt avfallOppbevaring av radioaktivt avfallDeponering av radioaktivt avfallTransport av radioaktivt avfallTransport av lavradioaktivt avfallTransport av mellomradioaktivt avfallEmballering av radioaktivt avfallEmballering av lavradioaktivt avfallEmballering av mellomradioaktivt avfallTjenester i forbindelse med forurenset jordFjerning av forurenset jordDeponering av forurenset jordBehandling av forurenset jordRensing og behandling av jordDeponering av giftig avfall unntatt radioaktivt avfall og forurenset jordUskadeliggjøring av våpen og ammunisjonDeponering av bombeMineoppryddingTjenester i forbindelse med medisinsk avfallInnsamling av sykehusavfallFjerning av sykehusavfallFjerning av biologisk avfallInnsamling, transport og fjerning av sykehusavfallDrift av avfallsdeponiForvaltning av overdekte avfallsopplagForvaltning av kullavfallsopplagForvaltning av avfallsopplag"
90510000,Avfallshåndtering,"av avfallInnsamling av fast byavfallInnsamling av husholdningsavfallInnsamling av søppelInnsamling av papirTransport av avfallBehandling og deponering av avfall og søppelDeponering av husholdningsavfallDeponering av fast byavfallTjenester i forbindelse med forbrenning for avfallDeponering av askeBehandling og deponering av forurensede væskerTjenester for fjerning av slamTjenester for transport av slamTjenester for behandling av slamTjenester for deponering av slamSøppelgjenvinningstjenesterTjenester i forbindelse med radioaktivt, giftig, medisinsk og farlig avfallTjenester i forbindelse med radioaktivt avfallInnsamling av radioaktivt avfallOppbevaring av radioaktivt avfallDeponering av radioaktivt avfallTransport av radioaktivt avfallTransport av lavradioaktivt avfallTransport av mellomradioaktivt avfallEmballering av radioaktivt avfallEmballering av lavradioaktivt avfallEmballering av mellomradioaktivt avfallTjenester i forbindelse med forurenset jordFjerning av forurenset jordDeponering av forurenset jordBehandling av forurenset jordRensing og behandling av jordDeponering av giftig avfall unntatt radioaktivt avfall og forurenset jordUskadeliggjøring av våpen og ammunisjonDeponering av bombeMineoppryddingTjenester i forbindelse med medisinsk avfallInnsamling av sykehusavfallFjerning av sykehusavfallFjerning av biologisk avfallInnsamling, transport og fjerning av sykehusavfallDrift av avfallsdeponiForvaltning av overdekte avfallsopplagForvaltning av kullavfallsopplagForvaltning av avfallsopplag | av avfallInnsamling av fast byavfallInnsamling av husholdningsavfallInnsamling av søppelInnsamling av papirTransport av avfallBehandling og deponering av avfall og søppelDeponering av husholdningsavfallDeponering av fast byavfallTjenester i forbindelse med forbrenning for avfallDeponering av askeBehandling og deponering av forurensede væskerTjenester for fjerning av slamTjenester for transport av slamTjenester for behandling av slamTjenester for deponering av slamSøppelgjenvinningstjenester"
90511000,Innsamling,"av avfallInnsamling av fast byavfallInnsamling av husholdningsavfallInnsamling av søppelInnsamling av papirTransport av avfallBehandling og deponering av avfall og søppelDeponering av husholdningsavfallDeponering av fast byavfallTjenester i forbindelse med forbrenning for avfallDeponering av askeBehandling og deponering av forurensede væskerTjenester for fjerning av slamTjenester for transport av slamTjenester for behandling av slamTjenester for deponering av slamSøppelgjenvinningstjenesterTjenester i forbindelse med radioaktivt, giftig, medisinsk og farlig avfallTjenester i forbindelse med radioaktivt avfallInnsamling av radioaktivt avfallOppbevaring av radioaktivt avfallDeponering av radioaktivt avfallTransport av radioaktivt avfallTransport av lavradioaktivt avfallTransport av mellomradioaktivt avfallEmballering av radioaktivt avfallEmballering av lavradioaktivt avfallEmballering av mellomradioaktivt avfallTjenester i forbindelse med forurenset jordFjerning av forurenset jordDeponering av forurenset jordBehandling av forurenset jordRensing og behandling av jordDeponering av giftig avfall unntatt radioaktivt avfall og forurenset jordUskadeliggjøring av våpen og ammunisjonDeponering av bombeMineoppryddingTjenester i forbindelse med medisinsk avfallInnsamling av sykehusavfallFjerning av sykehusavfallFjerning av biologisk avfallInnsamling, transport og fjerning av sykehusavfallDrift av avfallsdeponiForvaltning av overdekte avfallsopplagForvaltning av kullavfallsopplagForvaltning av avfallsopplag | av avfallInnsamling av fast byavfallInnsamling av husholdningsavfallInnsamling av søppelInnsamling av papirTransport av avfallBehandling og deponering av avfall og søppelDeponering av husholdningsavfallDeponering av fast byavfallTjenester i forbindelse med forbrenning for avfallDeponering av askeBehandling og deponering av forurensede væskerTjenester for fjerning av slamTjenester for transport av slamTjenester for behandling av slamTjenester for deponering av slamSøppelgjenvinningstjenester | av avfallInnsamling av fast byavfallInnsamling av husholdningsavfallInnsamling av søppelInnsamling av papir"
90511100,Innsamling,av fast byavfall
90511200,Innsamling,av husholdningsavfall
90511300,Innsamling,av søppel
90511400,Innsamling,av papir
90512000,Transport,av avfall
90513000,Behandling,og deponering av avfall og søppelDeponering av husholdningsavfallDeponering av fast byavfallTjenester i forbindelse med forbrenning for avfallDeponering av askeBehandling og deponering av forurensede væskerTjenester for fjerning av slamTjenester for transport av slamTjenester for behandling av slamTjenester for deponering av slam
90513100,Deponering,av husholdningsavfall
90513200,Deponering,av fast byavfall
90513300,Tjenester,i forbindelse med forbrenning for avfall
90513400,Deponering,av aske
90513500,Behandling,og deponering av forurensede væsker
90513600,Tjenester,for fjerning av slam
90513700,Tjenester,for transport av slam
90513800,Tjenester,for behandling av slam
90513900,Tjenester,for deponering av slam
90520000,Tjenester,"i forbindelse med radioaktivt, giftig, medisinsk og farlig avfallTjenester i forbindelse med radioaktivt avfallInnsamling av radioaktivt avfallOppbevaring av radioaktivt avfallDeponering av radioaktivt avfallTransport av radioaktivt avfallTransport av lavradioaktivt avfallTransport av mellomradioaktivt avfallEmballering av radioaktivt avfallEmballering av lavradioaktivt avfallEmballering av mellomradioaktivt avfallTjenester i forbindelse med forurenset jordFjerning av forurenset jordDeponering av forurenset jordBehandling av forurenset jordRensing og behandling av jordDeponering av giftig avfall unntatt radioaktivt avfall og forurenset jordUskadeliggjøring av våpen og ammunisjonDeponering av bombeMineoppryddingTjenester i forbindelse med medisinsk avfallInnsamling av sykehusavfallFjerning av sykehusavfallFjerning av biologisk avfallInnsamling, transport og fjerning av sykehusavfall"
90521000,Tjenester,i forbindelse med radioaktivt avfallInnsamling av radioaktivt avfallOppbevaring av radioaktivt avfallDeponering av radioaktivt avfallTransport av radioaktivt avfallTransport av lavradioaktivt avfallTransport av mellomradioaktivt avfallEmballering av radioaktivt avfallEmballering av lavradioaktivt avfallEmballering av mellomradioaktivt avfall
90521100,Innsamling,av radioaktivt avfall
90521200,Oppbevaring,av radioaktivt avfall
90521300,Deponering,av radioaktivt avfall
90521400,Transport,av radioaktivt avfallTransport av lavradioaktivt avfallTransport av mellomradioaktivt avfall
90521410,Transport,av lavradioaktivt avfall
90521420,Transport,av mellomradioaktivt avfall
90521500,Emballering,av radioaktivt avfallEmballering av lavradioaktivt avfallEmballering av mellomradioaktivt avfall
90521510,Emballering,av lavradioaktivt avfall
90521520,Emballering,av mellomradioaktivt avfall
90522000,Tjenester,i forbindelse med forurenset jordFjerning av forurenset jordDeponering av forurenset jordBehandling av forurenset jordRensing og behandling av jord
90522100,Fjerning,av forurenset jord
90522200,Deponering,av forurenset jord
90522300,Behandling,av forurenset jord
90522400,Rensing,og behandling av jord
90523000,Deponering,av giftig avfall unntatt radioaktivt avfall og forurenset jordUskadeliggjøring av våpen og ammunisjonDeponering av bombeMineopprydding
90523100,Uskadeliggjøring,av våpen og ammunisjon
90523200,Deponering,av bombe
90524000,Tjenester,"i forbindelse med medisinsk avfallInnsamling av sykehusavfallFjerning av sykehusavfallFjerning av biologisk avfallInnsamling, transport og fjerning av sykehusavfall"
90524100,Innsamling,av sykehusavfall
90524200,Fjerning,av sykehusavfall
90524300,Fjerning,av biologisk avfall
90524400,"Innsamling,",transport og fjerning av sykehusavfall
90530000,Drift,av avfallsdeponiForvaltning av overdekte avfallsopplagForvaltning av kullavfallsopplagForvaltning av avfallsopplag
90531000,Forvaltning,av overdekte avfallsopplag
90532000,Forvaltning,av kullavfallsopplag
90533000,Forvaltning,av avfallsopplag
90600000,Virksomhet,i forbindelse med opprydding og hygiene i by- og landområder og lignende tjenesterRenholds- og feiingstjenester for gaterGaterengjøringGatefeiingSnørydding og brøytingIsryddingTjenester i forbindelse med rensing og tømming av rennesteinRensing av rennesteinTømming av rennesteinTjenesteytelser i forbindelse med fjerning av asbestFjerning av blyDesinfisering og skadedyrbekjempelse i by- og landområderRengjøring av strenderTjenester i forbindelse med Fjerning av graffiti
90610000,Renholds-,og feiingstjenester for gaterGaterengjøringGatefeiing
90620000,Snørydding,og brøyting
90640000,Tjenester,i forbindelse med rensing og tømming av rennesteinRensing av rennesteinTømming av rennestein
90641000,Rensing,av rennestein
90642000,Tømming,av rennestein
90650000,Tjenesteytelser,i forbindelse med fjerning av asbest
90660000,Fjerning,av bly
90670000,Desinfisering,og skadedyrbekjempelse i by- og landområder
90680000,Rengjøring,av strender
90690000,Tjenester,i forbindelse med Fjerning av graffiti
90700000,Tjenester,"i forbindelse med miljøMiljøforvaltningMiljøpåvirkningsanalyse, bortsett fra bygge- og anleggsarbeidRisikoanalyse eller farevurdering, bortsett fra bygge- og anleggsarbeidMiljøstandarder, bortsett fra bygge- og anleggsarbeidAnalyser av miljøindikatorer. bortsett fra bygge- og anleggsarbeidTjenester relatert til miljøpåvirkningsanalyse, bortsett fra bygge- og anleggsarbeidMiljøovervåking, bortsett fra bygge- og anleggsarbeidMiljøplanleggingUtviklingsplanlegging av bymiljøStrategiplanlegging av skogvernStrategiplanlegging av havvernAdministrasjon av naturressurser eller strategiplanlegging av naturressursvernBygging eller planlegging av miljøinstitusjonerRådgivningstjenester relatert til miljøRådgivningstjenester vedrørende vannforsyning og spillvann, unntatt for konstruksjonMiljørevisjonInformasjonssystemer relatert til miljøRevisjon av bedriftsmiljøerRevisjon av sektormiljøerAktivitetsspesifikk miljørevisjonMiljøkvalitetskontrollMiljøsikkerhetskontrollGranskingstjenester i forbindelse med ForurensningGranskingstjenester i forbindelse med olje- og kjemikalforurensingUndersøkelser av gassverkområderUndersøkelser av kjemiske fabrikker eller avfallsplasser for oljeraffinerierAndre granskingstjenester i forbindelse med forurensningUndersøkelser av oljelagre eller terminalområderIndustriområdeundersøkelserUndersøkelser av avfallsområdeUndersøkelser av oljelagre eller terminalområderUndersøkelser av fabrikkområder for kjemisk rensingUndersøkelser av støperifabrikkerUndersøkelser av resirkuleringsanleggområderUndersøkelser av næringsmiddelfabrikkområderMiljøbeskyttelseMiljøsikkerhetstjenesterLandskapsvernOzonvernBeskyttelse mot forurensning av mat eller fôrBeskyttelse av genetiske ressurserBeskyttelse mot giftige stofferStrålingsvernBeskyttelse av utryddelsestruede arterBeskyttelse mot naturkatastroferMiljørehabiliteringRehabilitering av industriområderMiljødekontaminasjonLandinnvinningOvervåkning, sporing av forurensning og gjenvinningTjenesteytelser i forbindelse med luftforurensningLuftkvalitetsforvaltningForvaltning eller kontroll av luftforurensning over landegrenserKjøp av CO2 utslippskredittBeskyttelse mot luftforurensningKontroll- og målingstjenester i forbindelse med luftforurensingPåvisning av giftig gassMetanovervåkingKarbondioksidovervåkingSvevestøvovervåkingOvervåking av nedbryting av ozonlagetTjenesteytelser i forbindelse med forurensning av jordsmonnBeskyttelse mot forurensning av jordsmonnFjerning av forurenset jordBehandling av forurenset jordRådgivning knyttet til jordsmonnforurensningKartlegging av jordsmonnforurensningMåling eller overvåking av jordsmonnforurensningAnalyse av forurensning fra organisk gjødselAnalyse av pesticidforurensningAnalyse av nitrat- og fosfatforurensningAnalyse av nitratforurensningAnalyse av fosfatforurensningTjenesteytelser i forbindelse med vannforurensningOvervåking og kontroll i forbindelse med forurensning av overflatevannRensing av forurenset overflatevannBeskyttelse mot forurensning av overflatevannBehandling av overflatevannTømming av forurenset overflatevannOvervåking og kontroll i forbindelse med forurensning av grensevannOvervåking og kontroll i forbindelse med forurensning av grunnvannTømming av forurenset grunnvannBehandling og rensing av forurenset grunnvannSporing og overvåkning av forurensing samt opprenskingstjenesterTjenesteytelser i forbindelse med oljeforurensningOvervåking av oljesølTjenester i forbindelse med forurensningskontroll av oljeutslippOpprydding av oljesølTjenester relatert til støyforurensningStøykontrollStøybeskyttelseStøyovervåkingStøyrådgivningTjenesteytelser i forbindelse med forurensing med giftige stofferOvervåking av giftige stofferDetoksifikasjonstjenester"
90710000,Miljøforvaltning,"bortsett fra bygge- og anleggsarbeidRisikoanalyse eller farevurdering, bortsett fra bygge- og anleggsarbeidMiljøstandarder, bortsett fra bygge- og anleggsarbeidAnalyser av miljøindikatorer. bortsett fra bygge- og anleggsarbeidTjenester relatert til miljøpåvirkningsanalyse, bortsett fra bygge- og anleggsarbeidMiljøovervåking, bortsett fra bygge- og anleggsarbeidMiljøplanleggingUtviklingsplanlegging av bymiljøStrategiplanlegging av skogvernStrategiplanlegging av havvernAdministrasjon av naturressurser eller strategiplanlegging av naturressursvernBygging eller planlegging av miljøinstitusjonerRådgivningstjenester relatert til miljøRådgivningstjenester vedrørende vannforsyning og spillvann, unntatt for konstruksjonMiljørevisjonInformasjonssystemer relatert til miljøRevisjon av bedriftsmiljøerRevisjon av sektormiljøerAktivitetsspesifikk miljørevisjonMiljøkvalitetskontrollMiljøsikkerhetskontrollGranskingstjenester i forbindelse med ForurensningGranskingstjenester i forbindelse med olje- og kjemikalforurensingUndersøkelser av gassverkområderUndersøkelser av kjemiske fabrikker eller avfallsplasser for oljeraffinerierAndre granskingstjenester i forbindelse med forurensningUndersøkelser av oljelagre eller terminalområderIndustriområdeundersøkelserUndersøkelser av avfallsområdeUndersøkelser av oljelagre eller terminalområderUndersøkelser av fabrikkområder for kjemisk rensingUndersøkelser av støperifabrikkerUndersøkelser av resirkuleringsanleggområderUndersøkelser av næringsmiddelfabrikkområder"
90711000,"Miljøpåvirkningsanalyse,","bortsett fra bygge- og anleggsarbeidRisikoanalyse eller farevurdering, bortsett fra bygge- og anleggsarbeidMiljøstandarder, bortsett fra bygge- og anleggsarbeidAnalyser av miljøindikatorer. bortsett fra bygge- og anleggsarbeidTjenester relatert til miljøpåvirkningsanalyse, bortsett fra bygge- og anleggsarbeidMiljøovervåking, bortsett fra bygge- og anleggsarbeidMiljøplanleggingUtviklingsplanlegging av bymiljøStrategiplanlegging av skogvernStrategiplanlegging av havvernAdministrasjon av naturressurser eller strategiplanlegging av naturressursvernBygging eller planlegging av miljøinstitusjonerRådgivningstjenester relatert til miljøRådgivningstjenester vedrørende vannforsyning og spillvann, unntatt for konstruksjonMiljørevisjonInformasjonssystemer relatert til miljøRevisjon av bedriftsmiljøerRevisjon av sektormiljøerAktivitetsspesifikk miljørevisjonMiljøkvalitetskontrollMiljøsikkerhetskontrollGranskingstjenester i forbindelse med ForurensningGranskingstjenester i forbindelse med olje- og kjemikalforurensingUndersøkelser av gassverkområderUndersøkelser av kjemiske fabrikker eller avfallsplasser for oljeraffinerierAndre granskingstjenester i forbindelse med forurensningUndersøkelser av oljelagre eller terminalområderIndustriområdeundersøkelserUndersøkelser av avfallsområdeUndersøkelser av oljelagre eller terminalområderUndersøkelser av fabrikkområder for kjemisk rensingUndersøkelser av støperifabrikkerUndersøkelser av resirkuleringsanleggområderUndersøkelser av næringsmiddelfabrikkområder | bortsett fra bygge- og anleggsarbeidRisikoanalyse eller farevurdering, bortsett fra bygge- og anleggsarbeidMiljøstandarder, bortsett fra bygge- og anleggsarbeidAnalyser av miljøindikatorer. bortsett fra bygge- og anleggsarbeidTjenester relatert til miljøpåvirkningsanalyse, bortsett fra bygge- og anleggsarbeidMiljøovervåking, bortsett fra bygge- og anleggsarbeid"
90711100,Risikoanalyse,"eller farevurdering, bortsett fra bygge- og anleggsarbeid"
90711200,"Miljøstandarder,",bortsett fra bygge- og anleggsarbeid
90711300,Analyser,av miljøindikatorer. bortsett fra bygge- og anleggsarbeid
90711400,Tjenester,"relatert til miljøpåvirkningsanalyse, bortsett fra bygge- og anleggsarbeid"
90711500,"Miljøovervåking,",bortsett fra bygge- og anleggsarbeid
90712000,Miljøplanlegging,av bymiljøStrategiplanlegging av skogvernStrategiplanlegging av havvernAdministrasjon av naturressurser eller strategiplanlegging av naturressursvernBygging eller planlegging av miljøinstitusjoner
90712100,Utviklingsplanlegging,av bymiljøStrategiplanlegging av skogvernStrategiplanlegging av havvernAdministrasjon av naturressurser eller strategiplanlegging av naturressursvernBygging eller planlegging av miljøinstitusjoner | av bymiljø
90712200,Strategiplanlegging,av skogvern
90712300,Strategiplanlegging,av havvern
90712400,Administrasjon,av naturressurser eller strategiplanlegging av naturressursvern
90712500,Bygging,eller planlegging av miljøinstitusjoner
90713000,Rådgivningstjenester,"relatert til miljøRådgivningstjenester vedrørende vannforsyning og spillvann, unntatt for konstruksjon"
90713100,Rådgivningstjenester,"vedrørende vannforsyning og spillvann, unntatt for konstruksjon"
90714000,Miljørevisjon,relatert til miljøRevisjon av bedriftsmiljøerRevisjon av sektormiljøerAktivitetsspesifikk miljørevisjonMiljøkvalitetskontrollMiljøsikkerhetskontroll
90714100,Informasjonssystemer,relatert til miljøRevisjon av bedriftsmiljøerRevisjon av sektormiljøerAktivitetsspesifikk miljørevisjonMiljøkvalitetskontrollMiljøsikkerhetskontroll | relatert til miljø
90714200,Revisjon,av bedriftsmiljøer
90714300,Revisjon,av sektormiljøer
90714400,Aktivitetsspesifikk,miljørevisjon
90715000,Granskingstjenester,i forbindelse med ForurensningGranskingstjenester i forbindelse med olje- og kjemikalforurensingUndersøkelser av gassverkområderUndersøkelser av kjemiske fabrikker eller avfallsplasser for oljeraffinerierAndre granskingstjenester i forbindelse med forurensningUndersøkelser av oljelagre eller terminalområderIndustriområdeundersøkelserUndersøkelser av avfallsområdeUndersøkelser av oljelagre eller terminalområderUndersøkelser av fabrikkområder for kjemisk rensingUndersøkelser av støperifabrikkerUndersøkelser av resirkuleringsanleggområderUndersøkelser av næringsmiddelfabrikkområder
90715100,Granskingstjenester,i forbindelse med olje- og kjemikalforurensingUndersøkelser av gassverkområderUndersøkelser av kjemiske fabrikker eller avfallsplasser for oljeraffinerier
90715110,Undersøkelser,av gassverkområder
90715120,Undersøkelser,av kjemiske fabrikker eller avfallsplasser for oljeraffinerier
90715200,Andre,granskingstjenester i forbindelse med forurensningUndersøkelser av oljelagre eller terminalområderIndustriområdeundersøkelserUndersøkelser av avfallsområdeUndersøkelser av oljelagre eller terminalområderUndersøkelser av fabrikkområder for kjemisk rensingUndersøkelser av støperifabrikkerUndersøkelser av resirkuleringsanleggområderUndersøkelser av næringsmiddelfabrikkområder
90715210,Undersøkelser,av oljelagre eller terminalområder
90715230,Undersøkelser,av avfallsområde
90715240,Undersøkelser,av oljelagre eller terminalområder
90715250,Undersøkelser,av fabrikkområder for kjemisk rensing
90715260,Undersøkelser,av støperifabrikker
90715270,Undersøkelser,av resirkuleringsanleggområder
90715280,Undersøkelser,av næringsmiddelfabrikkområder
90720000,Miljøbeskyttelse,mot forurensning av mat eller fôrBeskyttelse av genetiske ressurserBeskyttelse mot giftige stofferStrålingsvernBeskyttelse av utryddelsestruede arterBeskyttelse mot naturkatastroferMiljørehabiliteringRehabilitering av industriområderMiljødekontaminasjonLandinnvinning
90721000,Miljøsikkerhetstjenester,mot forurensning av mat eller fôrBeskyttelse av genetiske ressurserBeskyttelse mot giftige stofferStrålingsvernBeskyttelse av utryddelsestruede arterBeskyttelse mot naturkatastroferMiljørehabiliteringRehabilitering av industriområderMiljødekontaminasjonLandinnvinning | mot forurensning av mat eller fôrBeskyttelse av genetiske ressurserBeskyttelse mot giftige stofferStrålingsvernBeskyttelse av utryddelsestruede arterBeskyttelse mot naturkatastrofer
90721100,Landskapsvern,mot forurensning av mat eller fôrBeskyttelse av genetiske ressurserBeskyttelse mot giftige stofferStrålingsvernBeskyttelse av utryddelsestruede arterBeskyttelse mot naturkatastroferMiljørehabiliteringRehabilitering av industriområderMiljødekontaminasjonLandinnvinning | mot forurensning av mat eller fôrBeskyttelse av genetiske ressurserBeskyttelse mot giftige stofferStrålingsvernBeskyttelse av utryddelsestruede arterBeskyttelse mot naturkatastrofer
90721200,Ozonvern,mot forurensning av mat eller fôrBeskyttelse av genetiske ressurserBeskyttelse mot giftige stofferStrålingsvernBeskyttelse av utryddelsestruede arterBeskyttelse mot naturkatastroferMiljørehabiliteringRehabilitering av industriområderMiljødekontaminasjonLandinnvinning | mot forurensning av mat eller fôrBeskyttelse av genetiske ressurserBeskyttelse mot giftige stofferStrålingsvernBeskyttelse av utryddelsestruede arterBeskyttelse mot naturkatastrofer
90721300,Beskyttelse,mot forurensning av mat eller fôrBeskyttelse av genetiske ressurserBeskyttelse mot giftige stofferStrålingsvernBeskyttelse av utryddelsestruede arterBeskyttelse mot naturkatastroferMiljørehabiliteringRehabilitering av industriområderMiljødekontaminasjonLandinnvinning | mot forurensning av mat eller fôrBeskyttelse av genetiske ressurserBeskyttelse mot giftige stofferStrålingsvernBeskyttelse av utryddelsestruede arterBeskyttelse mot naturkatastrofer | mot forurensning av mat eller fôr
90721400,Beskyttelse,av genetiske ressurser
90721500,Beskyttelse,mot giftige stoffer
90721700,Beskyttelse,av utryddelsestruede arter
90721800,Beskyttelse,mot naturkatastrofer
90722000,Miljørehabilitering,av industriområderMiljødekontaminasjonLandinnvinning
90722100,Rehabilitering,av industriområderMiljødekontaminasjonLandinnvinning | av industriområder
90730000,"Overvåkning,",sporing av forurensning og gjenvinningTjenesteytelser i forbindelse med luftforurensningLuftkvalitetsforvaltningForvaltning eller kontroll av luftforurensning over landegrenserKjøp av CO2 utslippskredittBeskyttelse mot luftforurensningKontroll- og målingstjenester i forbindelse med luftforurensingPåvisning av giftig gassMetanovervåkingKarbondioksidovervåkingSvevestøvovervåkingOvervåking av nedbryting av ozonlagetTjenesteytelser i forbindelse med forurensning av jordsmonnBeskyttelse mot forurensning av jordsmonnFjerning av forurenset jordBehandling av forurenset jordRådgivning knyttet til jordsmonnforurensningKartlegging av jordsmonnforurensningMåling eller overvåking av jordsmonnforurensningAnalyse av forurensning fra organisk gjødselAnalyse av pesticidforurensningAnalyse av nitrat- og fosfatforurensningAnalyse av nitratforurensningAnalyse av fosfatforurensningTjenesteytelser i forbindelse med vannforurensningOvervåking og kontroll i forbindelse med forurensning av overflatevannRensing av forurenset overflatevannBeskyttelse mot forurensning av overflatevannBehandling av overflatevannTømming av forurenset overflatevannOvervåking og kontroll i forbindelse med forurensning av grensevannOvervåking og kontroll i forbindelse med forurensning av grunnvannTømming av forurenset grunnvannBehandling og rensing av forurenset grunnvann
90731000,Tjenesteytelser,i forbindelse med luftforurensningLuftkvalitetsforvaltningForvaltning eller kontroll av luftforurensning over landegrenserKjøp av CO2 utslippskredittBeskyttelse mot luftforurensningKontroll- og målingstjenester i forbindelse med luftforurensingPåvisning av giftig gassMetanovervåkingKarbondioksidovervåkingSvevestøvovervåkingOvervåking av nedbryting av ozonlaget
90731200,Forvaltning,eller kontroll av luftforurensning over landegrenserKjøp av CO2 utslippskreditt
90731210,Kjøp,av CO2 utslippskreditt
90731300,Beskyttelse,mot luftforurensning
90731400,Kontroll-,og målingstjenester i forbindelse med luftforurensing
90731500,Påvisning,av giftig gass
90731900,Overvåking,av nedbryting av ozonlaget
90732000,Tjenesteytelser,i forbindelse med forurensning av jordsmonnBeskyttelse mot forurensning av jordsmonnFjerning av forurenset jordBehandling av forurenset jordRådgivning knyttet til jordsmonnforurensningKartlegging av jordsmonnforurensningMåling eller overvåking av jordsmonnforurensningAnalyse av forurensning fra organisk gjødselAnalyse av pesticidforurensningAnalyse av nitrat- og fosfatforurensningAnalyse av nitratforurensningAnalyse av fosfatforurensning
90732100,Beskyttelse,mot forurensning av jordsmonn
90732200,Fjerning,av forurenset jord
90732300,Behandling,av forurenset jord
90732400,Rådgivning,knyttet til jordsmonnforurensning
90732500,Kartlegging,av jordsmonnforurensning
90732600,Måling,eller overvåking av jordsmonnforurensning
90732700,Analyse,av forurensning fra organisk gjødsel
90732800,Analyse,av pesticidforurensning
90732900,Analyse,av nitrat- og fosfatforurensningAnalyse av nitratforurensningAnalyse av fosfatforurensning
90732910,Analyse,av nitratforurensning
90732920,Analyse,av fosfatforurensning
90733000,Tjenesteytelser,i forbindelse med vannforurensningOvervåking og kontroll i forbindelse med forurensning av overflatevannRensing av forurenset overflatevannBeskyttelse mot forurensning av overflatevannBehandling av overflatevannTømming av forurenset overflatevannOvervåking og kontroll i forbindelse med forurensning av grensevannOvervåking og kontroll i forbindelse med forurensning av grunnvannTømming av forurenset grunnvannBehandling og rensing av forurenset grunnvann
90733100,Overvåking,og kontroll i forbindelse med forurensning av overflatevann
90733200,Rensing,av forurenset overflatevann
90733300,Beskyttelse,mot forurensning av overflatevann
90733400,Behandling,av overflatevann
90733500,Tømming,av forurenset overflatevann
90733600,Overvåking,og kontroll i forbindelse med forurensning av grensevann
90733700,Overvåking,og kontroll i forbindelse med forurensning av grunnvann
90733800,Tømming,av forurenset grunnvann
90733900,Behandling,og rensing av forurenset grunnvann
90740000,Sporing,og overvåkning av forurensing samt opprenskingstjenesterTjenesteytelser i forbindelse med oljeforurensningOvervåking av oljesølTjenester i forbindelse med forurensningskontroll av oljeutslippOpprydding av oljesølTjenester relatert til støyforurensningStøykontrollStøybeskyttelseStøyovervåkingStøyrådgivningTjenesteytelser i forbindelse med forurensing med giftige stofferOvervåking av giftige stofferDetoksifikasjonstjenester
90741000,Tjenesteytelser,i forbindelse med oljeforurensningOvervåking av oljesølTjenester i forbindelse med forurensningskontroll av oljeutslippOpprydding av oljesøl
90741100,Overvåking,av oljesøl
90741200,Tjenester,i forbindelse med forurensningskontroll av oljeutslipp
90741300,Opprydding,av oljesøl
90742000,Tjenester,relatert til støyforurensningStøykontrollStøybeskyttelseStøyovervåkingStøyrådgivning
90743000,Tjenesteytelser,i forbindelse med forurensing med giftige stofferOvervåking av giftige stofferDetoksifikasjonstjenester
90743100,Overvåking,av giftige stoffer
